File No.,ID
4920,133032120
4921,011030350
4922,324020220
4923,324002140
4924,021042120
4925,021040130
4926,334000340
4927,241002430
4928,434042150
4929,213010200
4930,332020130
4931,320034320
4932,224021030
4933,314042330
4934,330032220
4935,413003120
4936,132012120
4937,031044330
4938,101004050
4939,434024240
4940,032002400
4941,010012310
4942,322033440
4943,133024030
4944,303034110
4945,110022220
4946,341031020
4947,203041040
4948,230031440
4949,002014320
4950,431002320
4951,304002430
4952,204012020
4953,331031150
4954,144024400
4955,400030220
4956,114040330
4957,124040210
4958,203020220
4959,221001000
4960,220013120
4961,241042340
4962,232003000
4963,122000320
4964,423000020
4965,104023350
4966,320003000
4967,003032440
4968,304011450
4969,332041200
4970,020041120
4971,104031000
4972,443043440
4973,242040420
4974,210034040
4975,034023310
4976,234033350
4977,132011350
4978,420042050
4979,423002350
4980,431042240
4981,243014220
4982,014023220
4983,142001400
4984,102024410
4985,210020000
4986,401032330
4987,003000010
4988,324021320
4989,223001040
4990,124000400
4991,024043240
4992,340033450
4993,021030210
4994,304043440
4995,312024350
4996,420022430
4997,444003300
4998,101000350
4999,324033110
5000,402031430
5001,204044130
5002,302011130
5003,032040220
5004,022004230
5005,021011110
5006,302024050
5007,441023210
5008,032012340
5009,312011410
5010,123040110
5011,302012210
5012,032033010
5013,401043330
5014,134014230
5015,120034400
5016,430000400
5017,140022320
5018,343014400
5019,121011150
5020,114002210
5021,140001140
5022,224004050
5023,330013240
5024,340013200
5025,011001110
5026,312024220
5027,320011420
5028,322024130
5029,142032430
5030,214014250
5031,222020250
5032,044012140
5033,333034450
5034,240044320
5035,422040430
5036,234014450
5037,323033230
5038,212014410
5039,303030120
5040,131030050
5041,344021420
5042,232031150
5043,314002020
5044,202002000
5045,424020440
5046,201000220
5047,410023410
5048,120010120
5049,003040240
5050,310033430
5051,342020300
5052,304033430
5053,221000120
5054,220043100
5055,001013450
5056,302041300
5057,034003420
5058,002030340
5059,020032130
5060,212024210
5061,031042140
5062,142032250
5063,414013320
5064,134023110
5065,402031450
5066,412030340
5067,022042030
5068,132000340
5069,244002340
5070,242003230
5071,232040300
5072,414043300
5073,401000230
5074,431031050
5075,040014400
5076,313022210
5077,434010230
5078,134002010
5079,114031110
5080,224030440
5081,043002240
5082,030013020
5083,340023100
5084,304023010
5085,304034330
5086,303032030
5087,324014020
5088,414020320
5089,332013140
5090,221020400
5091,020024200
5092,032021430
5093,103023020
5094,321020000
5095,043020250
5096,101013310
5097,223011130
5098,214040310
5099,123002040
5100,043044410
5101,002001310
5102,423040440
5103,334002300
5104,142024010
5105,122042340
5106,230020110
5107,002020040
5108,220023020
5109,441031040
5110,204033420
5111,241003320
5112,142044340
5113,342020150
5114,213042110
5115,120001400
5116,124040350
5117,340021350
5118,121011100
5119,141033250
5120,403044310
5121,044044330
5122,003034420
5123,442011420
5124,413032320
5125,223014440
5126,303001420
5127,304020020
5128,143042140
5129,343014230
5130,430031130
5131,133043320
5132,121000310
5133,320031210
5134,103044100
5135,203003000
5136,124000110
5137,231012030
5138,333022150
5139,133034310
5140,020032420
5141,131020000
5142,243042220
5143,420023420
5144,041031210
5145,430020020
5146,444024450
5147,442004440
5148,434014250
5149,032032140
5150,341041320
5151,131004210
5152,302033440
5153,121002040
5154,101001100
5155,212011420
5156,223040210
5157,210011240
5158,210003000
5159,312004020
5160,404033050
5161,013013400
5162,301012350
5163,042030120
5164,002040330
5165,403043300
5166,101004140
5167,113030040
5168,434023120
5169,041004000
5170,212003410
5171,004031210
5172,223023140
5173,414030350
5174,440021100
5175,213040230
5176,132032350
5177,111022400
5178,211002140
5179,120031420
5180,104031230
5181,414022000
5182,030013040
5183,332030330
5184,220023220
5185,330020320
5186,321041300
5187,303032450
5188,203033130
5189,042022000
5190,444011440
5191,042001250
5192,440030150
5193,212041030
5194,300022420
5195,021033220
5196,100030100
5197,413013150
5198,143014350
5199,230004220
5200,420012130
5201,120040230
5202,121001410
5203,232040350
5204,012001230
5205,423041400
5206,123012400
5207,131034430
5208,013013040
5209,334040420
5210,222010150
5211,120033400
5212,201001000
5213,120011410
5214,121013350
5215,223032200
5216,004002350
5217,223032350
5218,413012130
5219,143022200
5220,140044330
5221,401013410
5222,001030410
5223,324024330
5224,430013320
5225,240023100
5226,213012100
5227,413044410
5228,231032000
5229,043012310
5230,434001320
5231,012024320
5232,224012100
5233,220014420
5234,142042320
5235,201001140
5236,433003020
5237,221030120
5238,014011240
5239,130004350
5240,123011400
5241,240000430
5242,111041100
5243,424002210
5244,120023300
5245,331040210
5246,244024310
5247,024034300
5248,010021450
5249,013022440
5250,222040320
5251,210042420
5252,012014120
5253,424003330
5254,331003310
5255,200020120
5256,022011040
5257,030030410
5258,120032110
5259,220000210
5260,334011240
5261,320020320
5262,014043240
5263,132012320
5264,414044440
5265,020044230
5266,114024040
5267,343042210
5268,131030010
5269,322021130
5270,420031120
5271,201013220
5272,110004030
5273,243023050
5274,221031120
5275,034023250
5276,434030020
5277,030042440
5278,124011210
5279,234041300
5280,403001240
5281,324043220
5282,231044410
5283,002033230
5284,120041450
5285,434042450
5286,421024230
5287,001024150
5288,214033210
5289,214003410
5290,114021310
5291,122002230
5292,304043200
5293,434043030
5294,431030230
5295,241002050
5296,444040100
5297,300023040
5298,402023040
5299,021000250
5300,410020110
5301,331023200
5302,244030410
5303,110020200
5304,121001030
5305,201040330
5306,433043210
5307,002003410
5308,202021420
5309,004004040
5310,043031100
5311,023011440
5312,401002140
5313,220011100
5314,143020430
5315,102040430
5316,001031450
5317,420004030
5318,204034140
5319,420044310
5320,100010350
5321,011004440
5322,001033440
5323,144023300
5324,003043430
5325,102000220
5326,243020330
5327,313032240
5328,220021150
5329,042002440
5330,042031340
5331,244030150
5332,200002050
5333,200032330
5334,423043400
5335,042041210
5336,213041120
5337,440010110
5338,442000020
5339,131030420
5340,004014300
5341,023013020
5342,311033420
5343,201021130
5344,423004010
5345,300012210
5346,201000350
5347,434004400
5348,330000000
5349,124003000
5350,240001340
5351,443001150
5352,302030220
5353,142020020
5354,041012040
5355,210020040
5356,411044430
5357,111000230
5358,304023250
5359,100033320
5360,331020440
5361,440013150
5362,133040150
5363,124033330
5364,300012250
5365,400013420
5366,022041140
5367,441020210
5368,304041020
5369,311032320
5370,113022300
5371,311001300
5372,433013100
5373,311014140
5374,401020340
5375,310011310
5376,042014240
5377,141022350
5378,433042140
5379,432034050
5380,110014230
5381,424014200
5382,213004140
5383,331020400
5384,344001200
5385,121024010
5386,333032020
5387,134021120
5388,244030210
5389,222041250
5390,343001140
5391,414012410
5392,233043110
5393,340010000
5394,001022030
5395,031003010
5396,302040430
5397,111032240
5398,203033200
5399,433011220
5400,131011300
5401,011003320
5402,211024420
5403,300011030
5404,424011000
5405,022001040
5406,240021040
5407,401020410
5408,130034220
5409,142022100
5410,343013400
5411,302034300
5412,434044300
5413,100012350
5414,021001010
5415,234023220
5416,223011400
5417,141014130
5418,044042200
5419,333042300
5420,210043410
5421,143022050
5422,104032110
5423,330001020
5424,323002320
5425,241010220
5426,322040200
5427,004044240
5428,004020050
5429,313030100
5430,000014400
5431,233043030
5432,032012330
5433,340012410
5434,103034010
5435,143001430
5436,210040450
5437,331010010
5438,013021440
5439,142022020
5440,402013450
5441,140004420
5442,441031430
5443,203002410
5444,203023040
5445,411023320
5446,441022110
5447,011010210
5448,214022110
5449,212003450
5450,431004010
5451,013041400
5452,001011320
5453,442001100
5454,411004120
5455,301003440
5456,233043400
5457,410012150
5458,342012040
5459,044041240
5460,302034050
5461,204043320
5462,040031310
5463,131042340
5464,000034010
5465,303003320
5466,213022310
5467,440012400
5468,444000220
5469,030043300
5470,040001430
5471,402021220
5472,413001240
5473,404023250
5474,443013000
5475,100010320
5476,001030350
5477,244034410
5478,020023240
5479,133044250
5480,123020200
5481,243000150
5482,424003250
5483,312010310
5484,432033120
5485,443014240
5486,413004030
5487,124040420
5488,313043330
5489,113033410
5490,443042040
5491,044000420
5492,140043400
5493,401022330
5494,224002420
5495,340012030
5496,010032240
5497,420042400
5498,013033450
5499,230034340
5500,041021120
5501,030004220
5502,124022210
5503,241034030
5504,421001010
5505,421020130
5506,002014350
5507,341030220
5508,243044200
5509,441033340
5510,323010330
5511,020021340
5512,133014310
5513,213002210
5514,444044040
5515,042022230
5516,020020410
5517,402022300
5518,304032030
5519,133031220
5520,423020220
5521,410000040
5522,032021330
5523,321032110
5524,243003240
5525,033012000
5526,024004250
5527,210041300
5528,110020210
5529,431022230
5530,113002030
5531,133012240
5532,001021050
5533,041001350
5534,134020000
5535,413013140
5536,114011130
5537,212034000
5538,032011330
5539,121004050
5540,221041420
5541,320032330
5542,042022450
5543,342001300
5544,103032030
5545,143032150
5546,343010030
5547,004040340
5548,231000250
5549,030004030
5550,420024110
5551,330031220
5552,012002310
5553,041031410
5554,030041300
5555,434034310
5556,313013200
5557,341022400
5558,131011200
5559,200010410
5560,423034130
5561,133012220
5562,021040310
5563,214024230
5564,314011310
5565,221040240
5566,040010410
5567,432041310
5568,024011430
5569,101044310
5570,201011210
5571,301012050
5572,033013030
5573,424022100
5574,404044220
5575,433043320
5576,142033210
5577,220030150
5578,440004430
5579,311030150
5580,010022040
5581,343011350
5582,341004010
5583,240013430
5584,122041020
5585,210023220
5586,024023400
5587,311040150
5588,121012120
5589,321002430
5590,121030340
5591,334042250
5592,021014000
5593,023021350
5594,032003210
5595,244020420
5596,012002430
5597,100041430
5598,414001200
5599,213023400
5600,433032400
5601,224013210
5602,441021040
5603,213014400
5604,030031050
5605,142041120
5606,414010240
5607,224014050
5608,213003310
5609,311041020
5610,432003110
5611,223020310
5612,324043200
5613,000003450
5614,410030340
5615,243023130
5616,241023310
5617,240002210
5618,400001450
5619,404032240
5620,244031320
5621,024033230
5622,442003200
5623,303002410
5624,432024440
5625,330023220
5626,044000240
5627,022020150
5628,310000440
5629,224041020
5630,420042300
5631,230034420
5632,114002430
5633,433013040
5634,344034430
5635,214040300
5636,121003200
5637,431012020
5638,120043040
5639,211003450
5640,102040120
5641,214013110
5642,422040050
5643,420042310
5644,102043140
5645,330033140
5646,021012210
5647,122023410
5648,432011010
5649,341001340
5650,140001000
5651,020022330
5652,340021300
5653,410001350
5654,011001120
5655,430041450
5656,442011230
5657,003004050
5658,311001430
5659,112020250
5660,444030200
5661,121001440
5662,431034110
5663,014020300
5664,402040320
5665,230043210
5666,204013010
5667,221044240
5668,403024000
5669,033043210
5670,040004310
5671,130030330
5672,443002450
5673,401042410
5674,344022320
5675,141020210
5676,130042400
5677,400013250
5678,433032210
5679,103020430
5680,134031320
5681,020011300
5682,044044430
5683,032032120
5684,103040210
5685,243042240
5686,013030430
5687,111033010
5688,223040250
5689,144012210
5690,343011400
5691,403020230
5692,012041030
5693,204003200
5694,032004310
5695,241044120
5696,310014030
5697,244010350
5698,011003000
5699,321002400
5700,140002240
5701,221032120
5702,304030150
5703,004023010
5704,320024450
5705,022034400
5706,332013130
5707,221023410
5708,020021030
5709,421031100
5710,413022400
5711,220020030
5712,121043350
5713,331030400
5714,140033210
5715,214043020
5716,244013430
5717,304011340
5718,300013300
5719,220041400
5720,000031140
5721,122010010
5722,344012450
5723,423042000
5724,204034120
5725,041024300
5726,231024320
5727,010011220
5728,110021420
5729,031034310
5730,214043000
5731,324022440
5732,320041100
5733,111014050
5734,110003220
5735,210012130
5736,240040000
5737,202040010
5738,412014450
5739,144021400
5740,441020030
5741,040012440
5742,121031230
5743,411014220
5744,110043330
5745,323033250
5746,333040110
5747,411034030
5748,004010410
5749,221004030
5750,041011200
5751,230014200
5752,210000430
5753,223011020
5754,102010430
5755,131040340
5756,323001440
5757,003010420
5758,431033450
5759,440014410
5760,410010020
5761,100011100
5762,224013320
5763,130031300
5764,210031300
5765,242023450
5766,120034240
5767,413033140
5768,241024420
5769,220000440
5770,401012220
5771,211002300
5772,221010020
5773,413042010
5774,023012200
5775,203024410
5776,301004000
5777,143042330
5778,120044000
5779,331043410
5780,400010040
5781,114014010
5782,130030040
5783,001022440
5784,000030210
5785,131032400
5786,231023400
5787,333010020
5788,243032100
5789,334023450
5790,233013230
5791,441033450
5792,031014440
5793,024020220
5794,310011210
5795,003001330
5796,223040430
5797,123023420
5798,004004410
5799,113014310
5800,024042200
5801,241040110
5802,334013020
5803,123001310
5804,404012350
5805,313024330
5806,301021220
5807,133033400
5808,232042040
5809,343031000
5810,243004040
5811,020011010
5812,124043310
5813,240012150
5814,340041100
5815,130002120
5816,111030000
5817,103001440
5818,103001140
5819,440032050
5820,324042400
5821,443024310
5822,043010450
5823,243004100
5824,210021140
5825,432000200
5826,342044230
5827,220044210
5828,421030030
5829,331023300
5830,333032450
5831,034040350
5832,142021130
5833,241044230
5834,420030150
5835,223021120
5836,221012340
5837,120014100
5838,141034430
5839,014012030
5840,430032430
5841,040022110
5842,101030410
5843,323011210
5844,433043230
5845,400003120
5846,134022140
5847,102034350
5848,310020030
5849,321000350
5850,120004440
5851,014041130
5852,233034020
5853,133013350
5854,044011450
5855,244041320
5856,313042430
5857,331012200
5858,211003050
5859,314014440
5860,123044020
5861,201034010
5862,321012450
5863,100041350
5864,032033420
5865,222043000
5866,041031240
5867,120032250
5868,414031300
5869,341040010
5870,002004100
5871,422013050
5872,223003130
5873,430012150
5874,010042110
5875,031022250
5876,420043400
5877,333034100
5878,104041220
5879,344031410
5880,203013450
5881,344030130
5882,120021220
5883,402002120
5884,122010440
5885,131042450
5886,233034310
5887,204010420
5888,022010440
5889,443004310
5890,103032210
5891,402030320
5892,322032000
5893,200001230
5894,223024100
5895,442024040
5896,034003030
5897,222044240
5898,134024330
5899,031014430
5900,243044320
5901,434040330
5902,332002100
5903,142011140
5904,204011220
5905,121021040
5906,343024450
5907,032021000
5908,101002350
5909,440043150
5910,412034230
5911,341034130
5912,210011140
5913,243024440
5914,231042250
5915,123030450
5916,234022430
5917,140020100
5918,430004250
5919,002044450
5920,423020410
5921,441033400
5922,304002020
5923,323013340
5924,102002420
5925,312003300
5926,014004450
5927,311024430
5928,444020130
5929,014044140
5930,433001300
5931,221044410
5932,033011150
5933,240033110
5934,440010210
5935,241043110
5936,010012220
5937,122013400
5938,031022300
5939,020040420
5940,140041130
5941,004004310
5942,241003400
5943,400031450
5944,330012130
5945,001011120
5946,341012230
5947,023043200
5948,344000210
5949,343033310
5950,412000400
5951,223031440
5952,332041000
5953,333004210
5954,430002110
5955,303002130
5956,040024120
5957,212022320
5958,442021400
5959,333041210
5960,322003140
5961,031024400
5962,033013130
5963,214034010
5964,143043100
5965,003043040
5966,314010210
5967,424003010
5968,420020220
5969,341022430
5970,142022040
5971,212012350
5972,113011250
5973,411033300
5974,421002430
5975,130040110
5976,131000320
5977,023044330
5978,004022110
5979,443024100
5980,432021300
5981,310010240
5982,311034400
5983,123032130
5984,130001100
5985,324040210
5986,414024100
5987,434042430
5988,230031110
5989,024022230
5990,421012100
5991,342040220
5992,020011210
5993,043011330
5994,131021010
5995,332041320
5996,310023050
5997,032010300
5998,233000410
5999,044011050
6000,334011110
6001,230020240
6002,344000220
6003,114000350
6004,013000010
6005,004010230
6006,323040330
6007,441024020
6008,101022130
6009,042014450
6010,023024350
6011,040023100
6012,340040000
6013,342023150
6014,332023110
6015,043014120
6016,223012050
6017,204031030
6018,020041430
6019,400024440
6020,432033450
6021,330020450
6022,421043430
6023,414000000
6024,041024350
6025,004022000
6026,011023150
6027,420034200
6028,312020050
6029,032023310
6030,403010410
6031,320022120
6032,440004030
6033,203013230
6034,240034300
6035,421023130
6036,304000050
6037,430021030
6038,444020430
6039,112014050
6040,334031010
6041,001032020
6042,202013330
6043,120013030
6044,340011240
6045,243032010
6046,304040110
6047,122032220
6048,210004220
6049,211002150
6050,000021100
6051,221043210
6052,313013350
6053,030001120
6054,422034030
6055,303033350
6056,002033350
6057,332022210
6058,210023010
6059,040030120
6060,303002150
6061,020044250
6062,234013030
6063,034042020
6064,231030000
6065,233042030
6066,230003430
6067,341043000
6068,342021140
6069,342004420
6070,432042430
6071,433031240
6072,143003420
6073,231014400
6074,434000310
6075,420001030
6076,313043050
6077,032000120
6078,004033030
6079,421041350
6080,323023210
6081,412004010
6082,312013000
6083,230034150
6084,314001140
6085,231013420
6086,242012140
6087,004044120
6088,020043320
6089,242044130
6090,114023220
6091,043032240
6092,414020000
6093,224021050
6094,440030400
6095,041031030
6096,304014110
6097,304022030
6098,410004120
6099,410044040
6100,112042130
6101,412010300
6102,041004010
6103,301023120
6104,012043210
6105,441004100
6106,331004000
6107,410012400
6108,131002320
6109,442030020
6110,424040220
6111,122030420
6112,102043430
6113,143014150
6114,413041310
6115,334042450
6116,032033040
6117,044031440
6118,213004340
6119,110043200
6120,410031230
6121,231042110
6122,303042140
6123,233032130
6124,441023140
6125,344020040
6126,143002020
6127,011040450
6128,111004250
6129,434043110
6130,124022330
6131,304012110
6132,321023130
6133,220014110
6134,244003030
6135,431022340
6136,414014320
6137,204023210
6138,021023120
6139,011011410
6140,020001320
6141,314012050
6142,221012130
6143,130023100
6144,420012250
6145,042034350
6146,221021440
6147,224000310
6148,130030230
6149,031013110
6150,402020450
6151,043044110
6152,312011320
6153,244001100
6154,134044110
6155,443032120
6156,130014230
6157,042043150
6158,130040210
6159,332042350
6160,020031210
6161,102040340
6162,400043410
6163,310014310
6164,103014430
6165,430044310
6166,142021450
6167,100002450
6168,341002000
6169,100042020
6170,131041430
6171,140012030
6172,230010300
6173,342012230
6174,204013420
6175,204043450
6176,343044100
6177,411024330
6178,201021320
6179,410041140
6180,044044320
6181,021044230
6182,243034420
6183,111004140
6184,140032050
6185,110034110
6186,340020420
6187,040021000
6188,421032310
6189,321023240
6190,101042300
6191,130010210
6192,310000150
6193,420040130
6194,343014020
6195,444043400
6196,001042430
6197,310043040
6198,203003320
6199,421022120
6200,410043140
6201,430011010
6202,004014040
6203,420014040
6204,443011000
6205,314000040
6206,231031050
6207,002001230
6208,420012020
6209,032023230
6210,312041140
6211,320024040
6212,120044040
6213,312014240
6214,224033450
6215,334012220
6216,002003150
6217,223024220
6218,112044210
6219,301042430
6220,111040030
6221,110024320
6222,404011050
6223,243020440
6224,142041430
6225,320042050
6226,401024320
6227,112012000
6228,203022120
6229,232032350
6230,103000300
6231,303011150
6232,224011230
6233,424020230
6234,134040400
6235,113034250
6236,342001350
6237,021011050
6238,443003430
6239,244002400
6240,114031340
6241,313023300
6242,213004010
6243,002013230
6244,014004310
6245,440041110
6246,222002020
6247,032020140
6248,303014050
6249,340020150
6250,344002440
6251,332004040
6252,344031420
6253,230001120
6254,003010450
6255,204040110
6256,402030210
6257,132010240
6258,104013130
6259,430013110
6260,210030350
6261,343034330
6262,220030050
6263,113011450
6264,241002150
6265,044010130
6266,043030400
6267,203033210
6268,012020110
6269,230042100
6270,422003150
6271,303003350
6272,022031020
6273,143041140
6274,110002410
6275,423002240
6276,232030310
6277,241022430
6278,103010200
6279,424000240
6280,312043310
6281,321020010
6282,211012230
6283,313020230
6284,342000430
6285,321031120
6286,222004420
6287,302022110
6288,124044130
6289,440032200
6290,003003110
6291,423001010
6292,300011140
6293,011011100
6294,223032410
6295,344000100
6296,100041250
6297,043002030
6298,114003450
6299,431043240
6300,203032440
6301,222040400
6302,243034400
6303,203002040
6304,011032030
6305,311002340
6306,242033120
6307,103031100
6308,301020400
6309,101030440
6310,234011140
6311,212022300
6312,210020320
6313,424000210
6314,102013100
6315,002000440
6316,414034050
6317,221002310
6318,140043120
6319,122032340
6320,344020000
6321,201012420
6322,432010400
6323,341004450
6324,101034350
6325,204041140
6326,441030210
6327,021042000
6328,344043340
6329,123032450
6330,230011320
6331,311041030
6332,330002040
6333,214042200
6334,114003420
6335,403024320
6336,321024450
6337,222030240
6338,100034250
6339,234023430
6340,124043120
6341,320032450
6342,301002020
6343,043010110
6344,103003310
6345,124021230
6346,123002410
6347,413004250
6348,111020240
6349,330010350
6350,130040350
6351,332042300
6352,404014010
6353,032014400
6354,024021210
6355,313021240
6356,041031400
6357,144004440
6358,342003220
6359,142013250
6360,003014310
6361,130034450
6362,404021030
6363,411012250
6364,434022130
6365,202021220
6366,032042100
6367,314001130
6368,231032410
6369,313002410
6370,101023150
6371,302040220
6372,412043200
6373,231031420
6374,302013230
6375,022032440
6376,023033300
6377,242031000
6378,023043000
6379,132022030
6380,024024020
6381,232043230
6382,040033010
6383,123004020
6384,210041350
6385,433010050
6386,233004230
6387,342031110
6388,130032400
6389,123020400
6390,224010020
6391,230003400
6392,444030130
6393,334000130
6394,030002150
6395,442041250
6396,032004020
6397,210024450
6398,222014110
6399,324001430
6400,000030010
6401,134012210
6402,240041150
6403,333001230
6404,422004240
6405,321014200
6406,343020000
6407,001001430
6408,020012040
6409,100023010
6410,002032450
6411,411034010
6412,030003440
6413,214042000
6414,243034410
6415,422022000
6416,403042250
6417,311044330
6418,400044140
6419,012000230
6420,423022010
6421,032043100
6422,433002120
6423,203044420
6424,321041350
6425,241030240
6426,302012050
6427,403031200
6428,333032140
6429,022013230
6430,443030200
6431,440020000
6432,341010350
6433,314020310
6434,104032450
6435,223003020
6436,424022120
6437,134012150
6438,443030150
6439,322041130
6440,111033020
6441,212042030
6442,204004140
6443,303042350
6444,222000030
6445,020021240
6446,403030210
6447,044021340
6448,312003340
6449,244024050
6450,213044430
6451,034032150
6452,212033140
6453,010030110
6454,311043120
6455,210041220
6456,414021420
6457,043004440
6458,204043020
6459,041020300
6460,030043430
6461,432011400
6462,121001050
6463,241031300
6464,331021410
6465,242001000
6466,101013050
6467,233041240
6468,424010100
6469,213011340
6470,121003400
6471,144011320
6472,302021400
6473,130044200
6474,410032440
6475,140030200
6476,134002400
6477,331021100
6478,224023200
6479,140003110
6480,133030320
6481,340040310
6482,032022010
6483,013031120
6484,120000430
6485,103032010
6486,341041440
6487,124003020
6488,404042300
6489,221032040
6490,020021450
6491,303020040
6492,314023320
6493,410011410
6494,224040310
6495,313041230
6496,311041430
6497,441010250
6498,000020040
6499,321003320
6500,213001140
6501,442011000
6502,143011100
6503,334022110
6504,142041040
6505,244013030
6506,212001300
6507,321031430
6508,311020340
6509,413011110
6510,224002000
6511,233033030
6512,440010340
6513,331011450
6514,144001410
6515,400023220
6516,424022110
6517,222011220
6518,221043450
6519,101002030
6520,411041400
6521,444022330
6522,021013030
6523,231001240
6524,310014220
6525,312000110
6526,434034040
6527,103001320
6528,312010150
6529,121042330
6530,321000450
6531,130030150
6532,204021450
6533,033021310
6534,130042140
6535,144000440
6536,340000340
6537,410033210
6538,200032010
6539,324024120
6540,344032340
6541,240022320
6542,410024440
6543,031000010
6544,000041410
6545,302010020
6546,241022030
6547,441010030
6548,011042220
6549,231020130
6550,010040030
6551,121040230
6552,441032220
6553,042001300
6554,143012030
6555,241000000
6556,134002000
6557,201030030
6558,041033220
6559,432032220
6560,041013050
6561,320002320
6562,040043040
6563,043032220
6564,330040100
6565,012044150
6566,103000200
6567,301030110
6568,122040110
6569,402012340
6570,241000230
6571,213020410
6572,143034310
6573,343000220
6574,413012000
6575,101012440
6576,132010430
6577,011001020
6578,211012250
6579,432020150
6580,023030120
6581,141031440
6582,231032150
6583,224030220
6584,213023340
6585,344044300
6586,101041430
6587,420023130
6588,000010410
6589,414021200
6590,103030050
6591,013023000
6592,342043140
6593,043004430
6594,222041100
6595,044012350
6596,304001330
6597,400001140
6598,012003200
6599,003014250
6600,221042140
6601,212021110
6602,033020320
6603,024022300
6604,424004330
6605,022032400
6606,412041210
6607,404023130
6608,104031250
6609,400012320
6610,402014330
6611,441021350
6612,103003250
6613,023044000
6614,324030400
6615,121003000
6616,003013120
6617,323014320
6618,122022010
6619,322001120
6620,344044100
6621,211041250
6622,433031320
6623,342040440
6624,310021150
6625,041012350
6626,124014020
6627,023022040
6628,301033130
6629,233030200
6630,241023210
6631,222040420
6632,224004330
6633,103014420
6634,130041100
6635,100022320
6636,030010030
6637,324011020
6638,144003050
6639,112012350
6640,140000050
6641,430034140
6642,220003240
6643,314012410
6644,304034310
6645,402003030
6646,342031120
6647,241010320
6648,113032150
6649,141014440
6650,302013040
6651,240014240
6652,433013420
6653,222020100
6654,200032140
6655,302031300
6656,304000340
6657,032043340
6658,421021110
6659,313022040
6660,330000200
6661,020040320
6662,040022400
6663,330013040
6664,304044350
6665,124033410
6666,130040130
6667,132023230
6668,030033320
6669,040031240
6670,213002430
6671,203012430
6672,113000340
6673,043021030
6674,122013130
6675,411024340
6676,440044000
6677,203001010
6678,240021440
6679,220022420
6680,141012040
6681,430041410
6682,030043350
6683,403003250
6684,200024400
6685,013024440
6686,003000310
6687,122004330
6688,033034210
6689,014014120
6690,012031440
6691,041023250
6692,332042040
6693,230032150
6694,244042010
6695,134033110
6696,134022010
6697,004031120
6698,023002020
6699,103031220
6700,220010020
6701,442000220
6702,042040320
6703,401032150
6704,433000050
6705,041031110
6706,131001120
6707,333024140
6708,421004140
6709,123042210
6710,222033230
6711,202002130
6712,303014440
6713,034024110
6714,141001420
6715,022012020
6716,140044450
6717,422004300
6718,431042020
6719,302030440
6720,240013400
6721,030011440
6722,212010320
6723,041020050
6724,322034430
6725,230002150
6726,202003130
6727,043034030
6728,111044040
6729,314011300
6730,023030110
6731,022012320
6732,434001120
6733,244001000
6734,340002240
6735,400004430
6736,034011200
6737,343023300
6738,233014230
6739,313011350
6740,041004150
6741,240040130
6742,102031450
6743,003002040
6744,330022420
6745,321014220
6746,323012340
6747,001041400
6748,334032220
6749,311024310
6750,213010250
6751,311012100
6752,423000350
6753,231040300
6754,234033000
6755,300023120
6756,440012030
6757,012001320
6758,130030120
6759,403012350
6760,404034430
6761,232023130
6762,020043410
6763,010044440
6764,300001440
6765,410010000
6766,302040310
6767,030030100
6768,142012350
6769,431002030
6770,442033210
6771,142044110
6772,134014050
6773,012044440
6774,011010410
6775,304034100
6776,234013020
6777,122012140
6778,002044320
6779,040043440
6780,342031010
6781,221020410
6782,020001000
6783,314031340
6784,340020200
6785,243024400
6786,342024210
6787,132010050
6788,014032420
6789,234042130
6790,021000410
6791,133012420
6792,320030050
6793,000000130
6794,211033250
6795,010010150
6796,013034440
6797,020002130
6798,043003030
6799,130030030
6800,123003250
6801,421013140
6802,202010130
6803,014031410
6804,140043040
6805,000024050
6806,240012010
6807,302033250
6808,130042000
6809,300033340
6810,404044250
6811,212030420
6812,100020100
6813,000011200
6814,224042100
6815,320014110
6816,104023440
6817,324011120
6818,111032340
6819,014004210
6820,434020150
6821,414002150
6822,204044440
6823,010031240
6824,422000320
6825,202024000
6826,114023100
6827,000002120
6828,023011420
6829,444004100
6830,023034040
6831,220023350
6832,310011050
6833,024044420
6834,324021240
6835,401040320
6836,124012300
6837,032021220
6838,413042050
6839,312004340
6840,412042350
6841,224003420
6842,144014410
6843,043024120
6844,321034330
6845,300024040
6846,210044130
6847,402033440
6848,431022150
6849,124011200
6850,020014340
6851,402041310
6852,430043300
6853,122003130
6854,122022450
6855,442021330
6856,014044150
6857,303013130
6858,311001050
6859,034023200
6860,030010410
6861,114032200
6862,100020340
6863,304030110
6864,113021430
6865,113033350
6866,110010140
6867,212022240
6868,000002330
6869,223022200
6870,030022320
6871,330033300
6872,442024410
6873,403011430
6874,201044030
6875,222040440
6876,011012250
6877,410020300
6878,111014300
6879,401022340
6880,101004020
6881,332002330
6882,433022440
6883,344013040
6884,413024110
6885,200020450
6886,101013240
6887,204002110
6888,421013330
6889,114011350
6890,231001310
6891,021022410
6892,230030340
6893,011023420
6894,334023250
6895,313032300
6896,044034200
6897,213044420
6898,344040100
6899,443031450
6900,000042050
6901,424004220
6902,202001450
6903,310041340
6904,314043450
6905,413002140
6906,223042140
6907,003024420
6908,011042010
6909,023003220
6910,424012340
6911,144000010
6912,033033000
6913,043013140
6914,003021150
6915,013012110
6916,010044120
6917,010030300
6918,021040420
